uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
TO,2021,8,29.00061245578633,20.35215,13.0,4.698077,14.586559,31,Norte,3.749,2.349
TO,2021,9,29.773697726363174,22.79558,16.0,5.0755105,13.13093,30,Norte,3.7946,2.5378
TO,2021,10,28.148004709653392,23.098911,18.8,4.855691,10.302179,31,Norte,3.6993,2.4278
TO,2021,11,26.36598121681063,22.908846,18.6,4.147975,7.559214,30,Norte,3.5974,2.074
TO,2021,12,26.166510868994923,23.332468,19.3,3.575332,6.183117,31,Norte,3.5862,1.7877
TO,2022,1,26.19616315656009,22.571589,18.7,4.5292807,7.849582,31,Norte,3.5878,2.2646
TO,2022,2,26.82843139848985,22.848038,19.4,4.5416,8.356798,28,Norte,3.6236,2.2708
TO,2022,3,26.688975368693463,22.980267,19.7,4.250837,8.0472,31,Norte,3.6157,2.1254
TO,2022,4,27.216227421303586,22.610073,17.4,4.8823404,9.771499,30,Norte,3.6457,2.4412
TO,2022,5,26.57819149848908,20.244415,11.4,5.071815,12.377657,31,Norte,3.6094,2.5359
TO,2022,6,26.427800585414367,19.032415,13.0,4.8705883,14.163609,30,Norte,3.6009,2.4353
TO,2022,7,25.896872480371854,17.71778,10.2,5.2541876,15.464445,31,Norte,3.571,2.6271
TO,2022,8,27.302285572092305,19.039583,12.2,5.6664743,15.746064,31,Norte,3.6506,2.8332
TO,2022,9,28.320222448917736,20.87738,10.6,5.5412793,14.562143,30,Norte,3.7093,2.7706
TO,2022,10,28.35024773274137,22.481838,16.6,5.315202,11.8354025,31,Norte,3.711,2.6576
TO,2022,11,25.744357389223783,22.003342,18.1,4.625599,8.214477,30,Norte,3.5625,2.3128
TO,2022,12,25.402178160540224,22.103016,18.7,4.4071603,7.552155,31,Norte,3.5434,2.2036
TO,2023,1,25.393457554472324,21.62152,17.4,4.814837,8.435443,31,Norte,3.5429,2.4074
TO,2023,2,26.221351718104124,22.031092,17.3,5.08748,9.270765,28,Norte,3.5892,2.5437
TO,2023,3,25.445052777819832,21.904737,17.0,4.7543907,8.372983,31,Norte,3.5458,2.3772
TO,2023,4,26.26556574350284,22.063011,17.2,4.9544306,9.520446,30,Norte,3.5917,2.4772
TO,2023,5,26.48164532009464,21.299105,14.5,4.8270087,11.132796,31,Norte,3.6039,2.4135
TO,2023,6,26.010020020898576,19.316486,12.2,5.0771804,13.904839,30,Norte,3.5774,2.5386
TO,2023,7,25.60763147528729,17.708893,10.2,5.242111,16.286207,31,Norte,3.5549,2.6211
TO,2023,8,27.18009961419014,19.736008,12.4,5.294415,15.395708,31,Norte,3.6436,2.6472
TO,2023,9,29.207287889617305,22.246397,15.3,5.638015,14.131458,30,Norte,3.7611,2.819
TO,2023,10,28.88795197238097,23.173006,17.6,5.5328784,12.262139,31,Norte,3.7424,2.7664
TO,2023,11,27.594878417589417,22.566154,17.5,5.543502,11.314231,30,Norte,3.6674,2.7718
TO,2023,12,27.290639124687168,22.577126,17.9,5.540037,10.785066,31,Norte,3.6499,2.77
TO,2024,1,25.884578448374285,22.628029,18.8,4.79469,8.23144,31,Norte,3.5703,2.3973
TO,2024,2,26.07717911729561,22.567924,18.2,4.918138,8.398742,29,Norte,3.5811,2.4591
TO,2024,3,26.827445408622005,23.03249,17.0,5.27949,9.184241,31,Norte,3.6235,2.6397
TO,2024,4,26.602675214022906,23.066532,18.1,4.841144,8.774798,30,Norte,3.6108,2.4206
TO,2024,5,26.57231668317166,20.558268,14.5,5.507834,13.110888,31,Norte,3.609,2.7539
TO,2024,6,25.35941220761632,18.21729,12.9,5.3343344,15.232709,30,Norte,3.541,2.6672
TO,2024,7,24.946395600503152,16.876316,11.3,5.432778,16.777529,31,Norte,3.5182,2.7164
TO,2024,8,26.53034556914483,18.046597,12.0,5.838792,17.217022,31,Norte,3.6067,2.9194
TO,2024,9,28.741839402968413,19.766945,13.1,6.2333426,17.691423,30,Norte,3.7338,3.1167
TO,2024,10,28.50580776230233,22.858906,17.9,5.2646875,12.220445,31,Norte,3.72,2.6323
TO,2024,11,26.632769077078745,22.662338,18.8,4.865164,9.48658,30,Norte,3.6125,2.4326
TO,2024,12,26.18803151023969,22.38723,18.0,5.086049,9.204979,31,Norte,3.5874,2.543
TO,2025,1,25.308624174347905,21.97987,17.1,4.8761983,8.340476,31,Norte,3.5382,2.4381
TO,2025,2,25.5700771969112,21.864523,15.9,5.096213,9.256905,28,Norte,3.5528,2.5481
TO,2025,3,26.12743506120003,22.29864,16.5,4.891022,9.456236,31,Norte,3.584,2.4455
TO,2025,4,26.36262093402834,22.639763,18.8,4.760229,9.352381,30,Norte,3.5972,2.3801
TO,2025,5,25.9376683986604,20.509598,14.8,5.2333713,12.081026,31,Norte,3.5733,2.6167
TO,2025,6,25.518479240586974,18.52381,13.3,5.0689096,14.942381,30,Norte,3.5499,2.5345
TO,2025,7,25.133410583553676,16.684101,11.6,5.2947493,17.28387,31,Norte,3.5285,2.6474
TO,2025,8,26.853398268225384,18.322935,12.3,5.4685183,17.124083,31,Norte,3.625,2.7343
TO,2025,9,28.624058956332128,20.872,14.8,5.6520724,15.4935,30,Norte,3.7269,2.826
TO,2025,10,28.564689265874375,22.015385,17.0,5.6270924,13.236973,31,Norte,3.7235,2.8135
TO,2025,11,26.947384045954475,22.545305,18.8,4.849469,10.1582155,30,Norte,3.6303,2.4247
TO,2025,12,25.59161780204404,21.901943,2.0,4.9402914,8.939525,31,Norte,3.554,2.4701
